公司代號,公司名稱,市場別,財簽事務所,財簽會計師,[永續報告書] 狀態,[永續報告書] 申報日,[永續報告書] 有會計師確信,[永續報告書] 確信出具者,[永續報告書] 確信準則,[永續報告書] 確信等級,[永續報告書] 確信範圍,[永續報告書] 有第三方查證,[永續報告書] 查證機構,[永續報告書] 查證標準,[永續報告書] 確信者為安永,[溫室氣體] 已申報,[溫室氣體] 範疇一排放量,[溫室氣體] 範疇二排放量,[溫室氣體] 範疇一確信範圍,[溫室氣體] 範疇一確信意見,[溫室氣體] 有確信報告,[溫室氣體] 確信報告出具者,[溫室氣體] 出具者類型,[溫室氣體] 確信者為安永,【綜合】重疊態樣,【綜合】待補資料,資料來源,需人工確認
1218,泰山,上市,安永聯合會計師事務所,黃子評、林素雯,已出版,2026/08/28,是,安永聯合會計師事務所,確信準則3000號(原公報第一號),有限確信,"永續報告書符合GRI永續性報導準則, 永續會計準則委員會(SASB)之行業指標",否,,,是,是,"6,111.9136","6,028.9680",N/A,,否,,,無確信,僅永續報告書確信重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=1218&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=1218&year=2025&lang=zh-TW,否
1233,天仁,上市,安永聯合會計師事務所,陳智忠、李育儒,已出版,2026/08/19,是,安永聯合會計師事務所,確信準則3000號(原公報第一號),有限確信,"永續報告書符合GRI永續性報導準則, 永續會計準則委員會(SASB)之行業指標",否,,,是,是,"1,380.2500","3,619.2100",N/A,,否,,,無確信,僅永續報告書確信重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=1233&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=1233&year=2025&lang=zh-TW,否
1236,宏亞,上市,安永聯合會計師事務所,徐榮煌、劉榮進,已出版,2026/08/24,是,安永聯合會計師事務所,確信準則3000號(原公報第一號),有限確信,"永續報告書符合GRI永續性報導準則, 所屬產業之永續指標, 永續會計準則委員會(SASB)之行業指標",否,,,是,是,"2,839.8200","7,346.3600",已完成合併財務報表之母子公司,有限確信,是,安永聯合會計師事務所,會計師事務所,是,兩線皆重疊,兩線齊備,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=1236&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=1236&year=2025&lang=zh-TW,是：溫室氣體確信報告：確信標的為永續報告書永續績效資訊（準則3000號），非溫室氣體聲明；填報於溫室氣體確信欄位，範圍認定需確認
1319,東陽,上市,安永聯合會計師事務所,胡子仁、洪國森,已出版,2026/08/28,是,秉承聯合會計師事務所,確信準則3000號(原公報第一號),有限確信,"永續報告書符合GRI永續性報導準則, 自訂指標",否,,,否,是,"15,306.7024","67,241.3954","已完成母公司,已完成溫室氣體盤查查證之子公司如下:
1.TYG HOLDING (U.S.A.), INC.
2.TYG MANAGEMENT, INC.
3.TYG LEASING, L.P.
4.TYG PRODUCTS, L.P.
5.佛山東陽汽車零部件有限公司
6.東陽(廣州)技術研發服務有限公司
7.重慶大江東陽塑料製品有限公司
8.福州東陽塑料製品有限公司
9.廣州東陽立松模具製造有限公司
10.如陽股份有限公司",合理保證等級,是,財團法人工業技術研究院（ITRI）,驗證／查驗機構,否,無重疊,兩線齊備,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=1319&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=1319&year=2025&lang=zh-TW,否
1324,地球,上市,安永聯合會計師事務所,徐榮煌、楊弘斌,已出版,2026/08/27,否,,,,,否,,,無確信,是,"3,257.4133","2,072.9421",N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=1324&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=1324&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
1342,八貫,上市,安永聯合會計師事務所,張志銘、黃建澤,已出版,2026/08/25,否,,,,,否,,,無確信,是,"3,186.6225","5,117.5597",已完成母公司,合理保證等級,是,台灣德國北德技術監護顧問股份有限公司（TÜV NORD）,驗證／查驗機構,否,無重疊,兩線齊備,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=1342&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=1342&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
1423,利華,上市,安永聯合會計師事務所,余倩如、王彥鈞,已出版,2026/08/11,否,,,,,否,,,無確信,是,45.8276,471.1445,N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=1423&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=1423&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
1445,大宇,上市,安永聯合會計師事務所,黃靖雅、劉榮進,已出版,2026/08/13,否,,,,,否,,,無確信,是,105.0517,"6,599.4396",已完成母公司,有限確信,是,安永聯合會計師事務所,會計師事務所,是,僅溫室氣體確信重疊,兩線齊備,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=1445&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=1445&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
1446,宏和,上市,安永聯合會計師事務所,胡子仁、姚世傑,已出版,2026/08/11,否,,,,,否,,,無確信,是,1.6062,144.7994,N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=1446&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=1446&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
1516,川飛,上市,安永聯合會計師事務所,鄭清標、林政緯,已出版,2026/08/17,否,,,,,否,,,無確信,是,0.0000,4.9586,N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=1516&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=1516&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
1522,堤維西,上市,安永聯合會計師事務所,胡子仁、洪國森,已出版,2026/07/13,否,,,,,是,台灣衛理國際品保驗證股份有限公司,AA1000 第1類型(Type1) 中度保證,無確信,是,720.6000,"14,365.7000",已完成母公司,合理保證等級,是,台灣衛理國際品保驗證股份有限公司（Bureau Veritas Certification Taiwan）,驗證／查驗機構,否,無重疊,兩線齊備,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=1522&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=1522&year=2025&lang=zh-TW,否
1525,江申,上市,安永聯合會計師事務所,黃宇廷、黃建澤,已出版,2026/08/28,是,安永聯合會計師事務所,確信準則3000號(原公報第一號),有限確信,永續報告書符合GRI永續性報導準則,否,,,是,是,"1,121.6935","2,086.1688",已完成母公司,合理保證等級,是,法標國際驗證股份有限公司（AFNOR ASIA）,驗證／查驗機構,否,僅永續報告書確信重疊,兩線齊備,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=1525&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=1525&year=2025&lang=zh-TW,否
1536,和大,上市,安永聯合會計師事務所,黃靖雅、黃子評,已出版,2026/08/25,是,安永聯合會計師事務所,確信準則3000號(原公報第一號),有限確信,"永續報告書符合GRI永續性報導準則, 永續會計準則委員會(SASB)之行業指標",否,,,是,是,"1,350.2876","51,697.2028","已完成母公司,子公司：和旺汽車部件(淮安)有限公司",合理保證等級,是,英國標準協會（BSI Group Singapore Pte. Ltd. Taiwan Branch）,驗證／查驗機構,否,僅永續報告書確信重疊,兩線齊備,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=1536&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=1536&year=2025&lang=zh-TW,否
1541,錩泰,上市,安永聯合會計師事務所,羅文振、黃宇廷,已出版,2026/08/13,否,,,,,否,,,無確信,是,"1,896.3160","3,786.6035",已完成母公司,合理保證等級,是,法標國際驗證股份有限公司（AFNOR ASIA）,驗證／查驗機構,否,無重疊,兩線齊備,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=1541&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=1541&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
1558,伸興,上市,安永聯合會計師事務所,黃靖雅、羅文振,已出版,2026/08/31,否,,,,,是,TUV,AA1000 第1類型(Type1) 中度保證,無確信,是,"2,858.0000","11,725.0000",中國機電,合理保證等級,是,台灣德國萊因技術監護顧問股份有限公司（TÜV Rheinland）,驗證／查驗機構,否,無重疊,兩線齊備,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=1558&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=1558&year=2025&lang=zh-TW,否
1612,宏泰,上市,安永聯合會計師事務所,劉榮進、楊弘斌,已出版,2026/08/20,否,,,,,否,,,無確信,是,260.6547,"6,346.0499",已完成合併財務報表之母子公司,合理保證等級,是,財團法人台灣大電力研究試驗中心,驗證／查驗機構,否,無重疊,兩線齊備,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=1612&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=1612&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
1713,國化,上市,安永聯合會計師事務所,王瑄瑄、劉慧媛,已出版,2026/08/31,是,安永聯合會計師事務所,確信準則3000號(原公報第一號),有限確信,永續報告書符合GRI永續性報導準則,否,,,是,是,"3,517.5135","1,953.1965",N/A,,否,,,無確信,僅永續報告書確信重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=1713&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=1713&year=2025&lang=zh-TW,否
1721,三晃,上市,安永聯合會計師事務所,柯雅婷、黃子評,已出版,2026/08/13,是,安永聯合會計師事務所,確信準則3000號(原公報第一號),有限確信,永續報告書符合GRI永續性報導準則,否,,,是,是,"8,374.3194","12,615.1070",已完成母公司,合理保證等級,是,資誠普華綠色科技有限公司（PwC）,會計師事務所體系顧問公司,否,僅永續報告書確信重疊,兩線齊備,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=1721&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=1721&year=2025&lang=zh-TW,否
1736,喬山,上市,安永聯合會計師事務所,柯雅婷、黃子評,已出版,2026/08/28,否,,,,,是,BSI,AA1000 第1類型(Type1) 中度保證,無確信,是,"13,146.0081","30,220.4563","已完成母公司,喬山健身器材(上海)有限公司
喬山健康科技(上海)有限公司
Johnson Health Industry (Viet Nam) Company Limited",有限確信,是,KPMG 安侯建業聯合會計師事務所,會計師事務所,否,無重疊,兩線齊備,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=1736&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=1736&year=2025&lang=zh-TW,否
1737,臺鹽,上市,安永聯合會計師事務所,姚世傑、李芳文,已出版,2026/08/28,是,安永聯合會計師事務所,確信準則3000號(原公報第一號),有限確信,"永續報告書符合GRI永續性報導準則, 永續會計準則委員會(SASB)之行業指標",否,,,是,是,"21,369.1944","3,773.5253","已完成母公司,臺鹽綠能股份有限公司",合理保證等級,是,財團法人台灣大電力研究試驗中心,驗證／查驗機構,否,僅永續報告書確信重疊,兩線齊備,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=1737&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=1737&year=2025&lang=zh-TW,否
1786,科妍,上市,安永聯合會計師事務所,洪國森、姚世傑,已出版,2026/08/31,否,,,,,否,,,無確信,是,285.4853,"2,441.1690",N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=1786&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=1786&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
1802,台玻,上市,安永聯合會計師事務所,李育儒、黃建澤,已出版,2026/08/31,是,安永聯合會計師事務所,確信準則3000號(原公報第一號),有限確信,永續報告書符合GRI永續性報導準則,否,,,是,是,"2,037,041.5255","988,354.6889",已完成母公司,合理保證等級,是,台灣檢驗科技股份有限公司（SGS）,驗證／查驗機構,否,僅永續報告書確信重疊,兩線齊備,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=1802&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=1802&year=2025&lang=zh-TW,是：溫室氣體確信報告：上傳版本通篇為 Draft：意見書編號印為「UNIQUE CODE」、簽署日期為「2026年XX月XX日」，屬未定稿之查驗意見書
2015,豐興,上市,安永聯合會計師事務所,黃靖雅、涂清淵,已出版,2026/08/31,否,,,,,否,,,無確信,是,"162,752.2471","388,194.8233",已完成合併財務報表之母子公司,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=2015&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=2015&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
2022,聚亨,上市,安永聯合會計師事務所,陳政初、李芳文,已出版,2026/08/17,否,,,,,否,,,無確信,是,"25,081.1215","40,828.3361",已完成母公司,合理保證等級,是,立恩威國際驗證股份有限公司（DNV）,驗證／查驗機構,否,無重疊,兩線齊備,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=2022&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=2022&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
2072,世紀風電,上市,安永聯合會計師事務所,林政緯、陳國帥,尚未出版,,不適用,,,,,不適用,,,不適用,是,"3,883.9576","7,581.1105","已完成母公司,本公司 2025 年度溫室氣體盤查範圍係以母公司個體為主，涵蓋台北港辦公棟及一期至三期廠區，惟觀音廠目前尚非屬本次盤查邊界。另在合併財務報表子公司部分，子公司「世紀鈽錸特股份有限公司」因配合集團業務調整，已於 2023 年 12 月 28 日經經濟部核准解散，截至 2025 年 12 月 31 日止仍處於清算程序中，因無實質營運活動，故未納入本次盤查與確信範圍。",合理保證等級,是,台灣德國萊因技術監護顧問股份有限公司（TÜV Rheinland）,驗證／查驗機構,否,無重疊,永續報告書未出版,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=2072&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=2072&year=2025&lang=zh-TW,否
2233,宇隆,上市,安永聯合會計師事務所,黃靖雅、羅文振,已出版,2026/08/27,否,,,,,否,,,無確信,是,166.6522,"3,373.0229",N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=2233&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=2233&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
2235,謚源,上櫃,安永聯合會計師事務所,李育儒、王瑄瑄,已出版,2026/08/31,否,,,,,否,,,無確信,是,16.6110,"2,545.7140",N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=1&year=2025&companyCode=2235&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=1&companyCode=2235&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
2303,聯電,上市,安永聯合會計師事務所,楊雨霓、余倩如,已出版,2026/07/31,否,,,,,是,台灣檢驗科技(SGS),AA1000 第2類型(Type2) 高度保證,無確信,是,"435,398.0000","1,376,982.0000",已完成合併財務報表之母子公司,合理保證等級,是,立恩威國際驗證股份有限公司（DNV）,驗證／查驗機構,否,無重疊,兩線齊備,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=2303&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=2303&year=2025&lang=zh-TW,否
2312,金寶,上市,安永聯合會計師事務所,陳智忠、傅文芳,已出版,2026/08/28,是,安永聯合會計師事務所,確信準則3000號(原公報第一號),有限確信,"所屬產業之永續指標, 永續報告書符合GRI永續性報導準則",是,安永聯合會計師事務所,確信準則第3000號「非屬歷史性財務資訊查核或核閱之確信案件」,是,是,"11,205.5582","189,974.4668",已完成合併財務報表之母子公司,合理保證等級,是,立恩威國際驗證股份有限公司（DNV）,驗證／查驗機構,否,僅永續報告書確信重疊,兩線齊備,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=2312&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=2312&year=2025&lang=zh-TW,是：溫室氣體確信報告：上傳者為 72 頁多機構查驗聲明彙編而非單一確信報告；出具者係以台灣母公司之 DNV 意見為準
2349,錸德,上市,安永聯合會計師事務所,謝勝安、邱琬茹,已出版,2026/08/13,否,,,,,否,,,無確信,是,"2,427.3670","44,852.7860",N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=2349&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=2349&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
2363,矽統,上市,安永聯合會計師事務所,胡慎緁、許新民,已出版,2026/08/14,否,,,,,否,,,無確信,是,173.9301,"1,862.3197",N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=2363&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=2363&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
2413,環科,上市,安永聯合會計師事務所,羅文振、黃靖雅,已出版,2026/08/07,是,安永聯合會計師事務所,確信準則3000號(原公報第一號),有限確信,"永續報告書符合GRI永續性報導準則, 所屬產業之永續指標, 永續會計準則委員會(SASB)之行業指標",否,,,是,是,235.9500,"3,208.7100",已完成母公司,合理保證等級,是,台灣檢驗科技股份有限公司（SGS）,驗證／查驗機構,否,僅永續報告書確信重疊,兩線齊備,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=2413&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=2413&year=2025&lang=zh-TW,否
2414,精技,上市,安永聯合會計師事務所,李育儒、郭紹彬,已出版,2026/08/20,否,,,,,否,,,無確信,是,399.6862,865.6087,N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=2414&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=2414&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
2423,固緯,上市,安永聯合會計師事務所,張巧穎、陳智忠,已出版,2026/06/26,否,,,,,否,,,無確信,是,60.6507,"1,362.3708",N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=2423&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=2423&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
2434,統懋,上市,安永聯合會計師事務所,李芳文、邱琬茹,已出版,2026/08/28,否,,,,,否,,,無確信,是,5.9620,794.7070,N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=2434&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=2434&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
2440,太空梭,上市,安永聯合會計師事務所,王瑄瑄、陳智忠,已出版,2026/08/25,否,,,,,否,,,無確信,是,127.9587,"8,020.6957",N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=2440&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=2440&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
2449,京元電子,上市,安永聯合會計師事務所,邱琬茹、許新民,已出版,2026/08/28,否,,,,,是,台灣檢驗科技(股)公司(SGS Taiwan Ltd.),AA1000 第1類型(Type1) 中度保證,無確信,是,"10,517.7406","357,859.7093",已完成合併財務報表之母子公司,合理保證等級,是,（未具名）,未具名,無從辨識,無重疊,溫室氣體出具者無從辨識,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=2449&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=2449&year=2025&lang=zh-TW,是：溫室氣體確信報告：上傳者為盤查報告書而非確信／查證報告，查證機構未具名
2454,聯發科,上市,安永聯合會計師事務所,許新民、胡慎緁,已出版,2026/08/31,否,,,,,是,BSI 新加坡商英國標準協會集團私人有限公司臺灣分公司,AA1000 第1類型(Type1) 中度保證,無確信,是,"4,701.0000","122,098.0000",已完成合併財務報表之母子公司,合理保證等級,是,台灣衛理國際品保驗證股份有限公司（Bureau Veritas Certification Taiwan）,驗證／查驗機構,否,無重疊,兩線齊備,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=2454&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=2454&year=2025&lang=zh-TW,否
2459,敦吉,上市,安永聯合會計師事務所,余倩如、許新民,已出版,2026/08/07,否,,,,,否,,,無確信,是,767.0986,"16,356.0210",N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=2459&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=2459&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
2472,立隆電,上市,安永聯合會計師事務所,(二余)清淵、羅文振,已出版,2026/08/21,否,,,,,否,,,無確信,是,"2,097.1878","29,312.2923",N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=2472&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=2472&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
2480,敦陽科,上市,安永聯合會計師事務所,許新民、黃敏如,已出版,2026/08/31,是,安永聯合會計師事務所,確信準則3000號(原公報第一號),有限確信,"永續報告書符合GRI永續性報導準則, 永續會計準則委員會(SASB)之行業指標",否,,,是,是,183.1859,834.5835,"已完成母公司,母公司敦陽科技及子公司敦陽資訊",有限確信,是,勤業眾信聯合會計師事務所,會計師事務所,否,僅永續報告書確信重疊,兩線齊備,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=2480&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=2480&year=2025&lang=zh-TW,否
2481,強茂,上市,安永聯合會計師事務所,李芳文、傅文芳,已出版,2026/07/02,否,,,,,是,SGS台灣檢驗科技股份有限公司,AA1000 第1類型(Type1) 中度保證,無確信,是,"1,182.6825","55,927.7285","(1)母公司強茂股份有限公司及其子公司璟茂科技股份有限公司已通過第三方外部查證；
(2)子公司強茂電子(無錫)有限公司排放數據係自行盤查，未經三方外部查證。",合理保證等級,是,台灣檢驗科技股份有限公司（SGS）,驗證／查驗機構,否,無重疊,兩線齊備,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=2481&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=2481&year=2025&lang=zh-TW,否
2484,希華,上市,安永聯合會計師事務所,黃靖雅、柯雅婷,已出版,2026/08/19,否,,,,,否,,,無確信,是,544.6010,"12,006.4273",N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=2484&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=2484&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
2497,怡利電,上市,安永聯合會計師事務所,羅文振、柯雅婷,已出版,2026/08/13,否,,,,,否,,,無確信,是,257.8477,"1,994.9210",N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=2497&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=2497&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
